"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"56","17216113","Gal3st2","381334","galactose-3-O-sulfotransferase 2",0.258641484394071,5.93437064665273,1.43208542721334,0.173105758080149,0.707419233736817,-5.23685705770992
"57","17216153","4930440C22Rik","74689","RIKEN cDNA 4930440C22 gene",0.125592331385231,2.99848066684543,0.707863166786573,0.490137619889588,0.866198961875671,-5.96691679188248
"58","17216172","Gm7133","634331","predicted gene 7133",0.28922328006881,2.58178511392834,1.90669370112844,0.0763628496378364,0.585025360844345,-4.56013436193177
"59","17216186","Gm7135","634346","predicted gene 7135",0.223206848948646,2.46958461170741,0.885567011456142,0.390152766615277,0.824481560773236,-5.82788483139437
"60","17216223","Slco6d1","70866","solute carrier organic anion transporter family, member 6d1",0.213714670840817,3.55311650925548,1.01406862559745,0.327003066710295,0.791751484870191,-5.71014167420678
"61","17216412","Serpinb12","71869","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12",-0.236295992171101,3.90321477782861,-1.59483578206971,0.132086365029109,0.668534366075839,-5.01952489249387
"62","17216425","Serpinb13","241196","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13",-0.113692386292167,3.46367214537739,-0.667372429814857,0.514907971800548,0.878113765743548,-5.99457583180868
"63","17216676","En1","13798","engrailed 1",0.127226610034955,5.01327563308898,0.71681354933766,0.484759094368924,0.863525942227707,-5.96059789744084
"64","17216745","Gpr39","71111","G protein-coupled receptor 39",-0.229893030562298,5.4551292028282,-1.09363837711567,0.291767267728119,0.772102976309323,-5.63034881024866
"65","17216949","Fcamr","64435","Fc receptor, IgA, IgM, high affinity",0.306611638755586,4.83338583545126,1.5877915253935,0.133673243528231,0.671590995103007,-5.02927341304168
"66","17216960","Pigr","18703","polymeric immunoglobulin receptor",0.497621345342026,5.05283129223458,3.08521028824943,0.00771375634568363,0.269138838451357,-2.49715982716431
"67","17216990","Il10","16153","interleukin 10",0.00462405125804555,3.76406645412606,0.0265205479138179,0.97919996279245,0.996268068353622,-6.21933552051219
"68","17217022","Fam72a","108900","family with sequence similarity 72, member A",-0.322174166634298,4.37283463032988,-1.40690309200112,0.18031192881043,0.717692406766354,-5.26895223194795
"69","17217030","Avpr1b","26361","arginine vasopressin receptor 1B",-0.115380875099444,4.27849090389605,-0.682508936778002,0.505564727332408,0.873217177451148,-5.98441447372253
"70","17217035","Ctse","13034","cathepsin E",0.0959916981867988,4.81986746588494,0.616019333477654,0.547332724287346,0.892768269944359,-6.02744958670576
"71","17217048","Rab7b","226421","RAB7B, member RAS oncogene family",0.210979578527706,5.0776222887683,1.32614639492021,0.205092657253817,0.730939981920057,-5.36895291810907
"72","17217136","Slc45a3","212980","solute carrier family 45, member 3",0.0204835091101998,5.17906686616132,0.121024013207319,0.905316011392689,0.981779540870213,-6.21218089625681
"73","17217232","Tmem81","74626","transmembrane protein 81",0.0664515730272095,5.15501788488875,0.448424612789514,0.660406560931129,0.93387548276694,-6.11718983256985
"74","17217237","Gm10538","100038653","predicted gene 10538",-0.0400563949981114,5.66498865408315,-0.245985607358269,0.809105751234664,0.960008845404861,-6.18869804043008
"75","17217247","Pik3c2b","240752","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta",-0.211844643003629,6.87130615041443,-1.61938194632739,0.12668218636295,0.666288396770072,-4.98532370315877
"76","17217373","Fmod","14264","fibromodulin",0.0172320991995436,7.01963033055523,0.100830847273063,0.921051474372509,0.984657277474251,-6.21447886243143
"77","17217383","Chit1","71884","chitinase 1 (chitotriosidase)",0.133659746956908,4.73592484651983,0.889416324038154,0.388148507346623,0.823441114558647,-5.82456294114175
"78","17217399","Chil1","12654","chitinase-like 1",0.16207827193933,6.21284176466966,1.02901505219379,0.32016021783582,0.789416817612424,-5.69554689848838
"79","17217434","Mgat4f","240755","MGAT4 family, member F",0.362302187200056,3.6581818750384,1.95215828984404,0.0702980835431503,0.565430179966811,-4.48901387167851
"80","17217552","Ube2t","67196","ubiquitin-conjugating enzyme E2T",-0.113064455136282,4.29555406725803,-0.822735694415529,0.423845920227149,0.839242183238445,-5.88027197831344
"81","17217602","Gm4793","215714","predicted gene 4793",0.0868772706581389,6.14645924241917,0.585618794879769,0.567042689922172,0.901255912969375,-6.04573546325707
"82","17217728","Kif21b","16565","kinesin family member 21B",-0.340098956593504,7.58176936071416,-2.72822640452996,0.0158080891617696,0.356038579579555,-3.15765903903234
"83","17217777","Ddx59","67997","DEAD (Asp-Glu-Ala-Asp) box polypeptide 59",0.218171230448584,6.72280332557738,1.5172128962618,0.150489253898047,0.691530013735077,-5.12527105613386
"84","17217830","Platr22","100503474","pluripotency associated transcript 22",0.209036604641068,4.75372705324044,1.07112475629021,0.301439823055093,0.778264845186381,-5.65344571342258
"85","17217844","Mir181a-1","735252","microRNA 181a-1",-0.217686190606623,2.71440516061252,-0.715581987247994,0.485497071111433,0.863525942227707,-5.96147175120584
"86","17217846","Mir181b-1","723890","microRNA 181b-1",-0.726490355432396,5.08099746083223,-3.40366440627633,0.00404363662625145,0.20616869035869,-1.89681633770407
"87","17217887","4930596I21Rik","78229","RIKEN cDNA 4930596I21 gene",-0.0131965482548262,3.9356114856007,-0.0610505229613821,0.952143901036682,0.991676017593208,-6.21778334497616
"88","17217946","F13b","14060","coagulation factor XIII, beta subunit",-0.111354569825664,3.21828972546057,-0.710469845522701,0.488567543652991,0.865466633360459,-5.96508412395103
"89","17218006","B3galt2","26878","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",0.153508351875235,8.38044860406771,1.23106926996608,0.237691945200534,0.751738894265343,-5.48074912885528
"90","17218060","Ptgs2","19225","prostaglandin-endoperoxide synthase 2",-0.573170030017192,8.34990248946668,-3.93400978695115,0.00138171882706958,0.121594318916636,-0.892319564000918
"91","17218073","Pdc","20028","phosducin",-0.119676261372926,4.66842069273803,-0.698169313637859,0.496002746341489,0.869383397698028,-5.97367712596457
"92","17218261","Ncf2","17970","neutrophil cytosolic factor 2",-0.0932468439177372,6.0352516246273,-0.646499778773867,0.527953051010161,0.882635785442202,-6.00823666360551
"93","17218303","Shcbp1l","71836","Shc SH2-domain binding protein 1-like",0.00102903547899347,3.07982013784155,0.00483720491001367,0.996205726124562,0.999726553110305,-6.21968459016446
"94","17218321","Rgs16","19734","regulator of G-protein signaling 16",-0.251891242882827,7.22254161791957,-1.71501406633712,0.107405937383489,0.641133158451478,-4.84873799071566
"95","17218345","Teddm1a","240819","transmembrane epididymal protein 1A",0.0944814064618917,4.47830865006292,0.540031949819685,0.597287665184606,0.919175546396345,-6.07150028077289
"96","17218412","Nphs2","170484","nephrosis 2, podocin",-0.10946608614587,4.9669823993546,-0.62586360359466,0.541031339969838,0.890511483035261,-6.0213402763022
"97","17218460","2810025M15Rik","69953","RIKEN cDNA 2810025M15 gene",0.253524960552896,5.73356080374184,1.47008266390743,0.16268411647413,0.699070360253214,-5.18763156775551
"98","17218465","Cryzl2","226527","crystallin zeta like 2",-0.107580760228733,6.32669326312133,-0.760326652357142,0.459119748254144,0.851837239361401,-5.92883065843104
"99","17218541","Mir488","735253","microRNA 488",-0.161750347747366,3.09321418071044,-0.812723321081782,0.429384467300192,0.841482990836838,-5.88829761424114
"100","17218607","Mrps14","64659","mitochondrial ribosomal protein S14",-0.172232255258168,6.03924532598153,-1.20251651990623,0.248236084256188,0.757772197149808,-5.51302195602193
"101","17218701","Tnfsf4","22164","tumor necrosis factor (ligand) superfamily, member 4",0.274661776019241,4.45035577101069,1.36784748897151,0.1919730810531,0.72795055138325,-5.31787835345935
"102","17218752","Myoc","17926","myocilin",-0.327904974061454,6.45383539976997,-1.98059167740389,0.0667303021935285,0.560525463316296,-4.44405232005291
"103","17218835","Sell","20343","selectin, lymphocyte",0.0566541310652271,4.31097403414487,0.339243364857714,0.739239563027356,0.947461371413691,-6.16085171067639
"104","17218861","F5","14067","coagulation factor V",0.252508011914161,5.31682378875932,0.554365371701305,0.587690863131412,0.912848317609617,-6.0636144770658
"105","17218923","Gm26685","102635083","predicted gene, 26685",0.0822653262581765,3.92218107593304,0.562286596656138,0.582421289073934,0.910090230266547,-6.05917163379394
"106","17218927","Dpt","56429","dermatopontin",0.26225765944077,5.02306003581478,1.42744067747751,0.174416743301706,0.708908215142823,-5.24280880954335
"107","17218933","Gm20743","433374","predicted gene, 20743",0.111416808728357,4.19574795627798,0.491044007754189,0.630668287573599,0.92930482258574,-6.09695110014556
"108","17219156","3110045C21Rik","67303","RIKEN cDNA 3110045C21 gene",-0.00341160035710431,4.88262286766265,-0.0200528243474066,0.984271748028759,0.996280918671992,-6.21949016136136
"109","17219164","Sh2d1b2","545378","SH2 domain containing 1B2",0.547356552693437,4.74645264667311,2.47269108564249,0.0261863527555475,0.429990454124859,-3.61608581595055
"110","17219171","Sh2d1b1","26904","SH2 domain containing 1B1",0.100133763707282,3.54955066099976,0.490541554376229,0.631015192501884,0.92930482258574,-6.09720005334669
"111","17219178","Spata46","76925","spermatogenesis associated 46",-0.046030120657885,3.54182941612725,-0.227917595992088,0.822860142001169,0.964649652765234,-6.19307652781108
"112","17219199","Fcgr4","246256","Fc receptor, IgG, low affinity IV",0.177796439255353,4.47859584897206,0.879449691567417,0.39335220759355,0.8256507917697,-5.83313745121002
"113","17219242","Apoa2","11807","apolipoprotein A-II",0.145043650716166,6.22362056215386,0.833796949545965,0.417781101745705,0.836091554075511,-5.87130190972862
"114","17219324","Arhgap30","226652","Rho GTPase activating protein 30",-0.0124459881077881,5.67886426716708,-0.0794937706258637,0.937715388392042,0.988269618759732,-6.21645304957653
"115","17219356","Tstd1","226654","thiosulfate sulfurtransferase (rhodanese)-like domain containing 1",0.0715142696318303,5.01943076376102,0.471522647859671,0.644211751868004,0.932649310332929,-6.10644210283614
"116","17219362","F11r","16456","F11 receptor",-0.0698215965585138,6.14463560468023,-0.469576729069041,0.645569075644475,0.932649310332929,-6.10736774719811
"117","17219397","Cd48","12506","CD48 antigen",0.307079766627616,4.80999323762392,1.98382251988523,0.0663354828789317,0.560525463316296,-4.43892039885391
"118","17219407","Slamf1","27218","signaling lymphocytic activation molecule family member 1",0.0663763979034044,3.94093477647321,0.449564231408827,0.659603310973879,0.93387548276694,-6.11667184854895
"119","17219418","Cd84","12523","CD84 antigen",-0.100783408025666,5.44616282559375,-0.688526205297861,0.501878030208874,0.87271452043592,-5.980315738273
"120","17219546","Slamf9","98365","SLAM family member 9",0.1909291300602,5.69520204797492,1.26490083535381,0.225654579943076,0.748155890958708,-5.44172356520037
"121","17219633","Olfr218","258880","olfactory receptor 218",0.534245801548942,3.76101265369317,2.46548048943174,0.0265579691217755,0.429990454124859,-3.62879016060176
"122","17219639","Olfr418","258645","olfactory receptor 418",0.349119715802213,4.90637870617047,1.22897011521061,0.238455055548267,0.751892834697597,-5.48314259074061
"123","17219662","Ifi209","236312","interferon activated gene 209",0.0895829473290268,3.22242888455743,0.261739093464711,0.797166098596853,0.959058800596413,-6.18461037702925
"124","17219670","Ifi208","100033459","interferon activated gene 208",-0.260942707096497,2.2831326758745,-1.11529294671583,0.282683038367584,0.767666711270941,-5.6077517850399
"125","17219680","Olfr432","258711","olfactory receptor 432",0.202094716529731,3.99366694847993,1.33383089150514,0.202622233773532,0.729936182773606,-5.35963286439799
"126","17219682","Olfr430","258713","olfactory receptor 430",0.170470823768726,3.59929722955045,0.744708944536312,0.468224489667967,0.857052526000852,-5.94043166493569
"127","17219688","Olfr424","258716","olfactory receptor 424",-0.25888634728652,3.58608549374437,-1.28771496483901,0.21781219507802,0.741849267033781,-5.41493263670911
"128","17219694","Olfr420","258302","olfactory receptor 420",-0.224319636458914,4.29604243262933,-1.29816142978052,0.214294159970381,0.738686025536565,-5.40253922527084
"129","17219698","Spta1","20739","spectrin alpha, erythrocytic 1",0.189731102516384,4.91526800578489,1.16024517780482,0.264504910114612,0.764438472343797,-5.55966551489621
"130","17219751","Mptx1","66289","mucosal pentraxin 1",-0.324754227902038,3.69984365494259,-1.58751760004218,0.133735279111649,0.671590995103007,-5.02965189362958
"131","17219762","Olfr414","258756","olfactory receptor 414",0.204465317269999,4.70789433271138,1.03267742094037,0.318499375852741,0.789135550344818,-5.69194267857134
"132","17219963","Desi2","78825","desumoylating isopeptidase 2",-0.107453741798164,5.4229527567344,-0.666210021655471,0.515629566811079,0.878545191856971,-5.99534733483429
"133","17219988","Efcab2","68226","EF-hand calcium binding domain 2",-0.000967848188746956,6.37783362037327,-0.00664178653638039,0.994790242574312,0.999726553110305,-6.21967395531534
"134","17220214","Lefty1","13590","left right determination factor 1",0.200626065958982,5.17583320723621,1.0125805388777,0.327690055898086,0.791751484870191,-5.71158466725344
"135","17220221","Tmem63a","208795","transmembrane protein 63a",-0.132015485989687,7.31726200679584,-0.987066121536801,0.339630098895814,0.796490326474913,-5.73604017710787
"136","17220249","9130409I23Rik","619326","RIKEN cDNA 9130409I23 gene",-0.00388998550305919,3.83190627642538,-0.0208400655072034,0.983654376202867,0.996280918671992,-6.21947363433089
"137","17220255","Cnih4","98417","cornichon family AMPA receptor auxiliary protein 4",0.00587857985293283,7.73908640357027,0.0436471631874444,0.965774898628289,0.993979972115114,-6.21871861193726
"138","17220370","1700047M11Rik","67330","RIKEN cDNA 1700047M11 gene",-0.454331228438174,6.53584547335038,-2.58821724296083,0.0208690299306221,0.40461604632478,-3.41070548922436
"139","17220531","Mir215","387211","microRNA 215",-0.153867832360966,3.92781812206301,-0.800301234016723,0.436320280196107,0.842562103056519,-5.89813037772204
"140","17220600","D1Pas1","110957","DNA segment, Chr 1, Pasteur Institute 1",0.0358261839344483,4.81687027679146,0.231478784045431,0.820144241844261,0.96456304532567,-6.19223974487129
"141","17220771","Spata45","75558","spermatogenesis associated 45",0.0774275366362778,5.1874429877726,0.397957859912407,0.696399042742587,0.940006948074204,-6.13884308841142
"142","17220794","D730003I15Rik","100504360","RIKEN cDNA D730003I15 gene",0.0569628335568177,5.50890126894151,0.388060088580633,0.703551095838213,0.940975961447902,-6.14279393029426
"143","17221010","Mir3962","100628615","microRNA 3962",-0.347026753825385,5.49321589062091,-1.67746882920046,0.114646189422546,0.646138589680593,-4.90298279918771
"144","17221122","Sntg1","71096","syntrophin, gamma 1",0.152090010120861,7.91568502447155,1.13807831630481,0.273354884001189,0.76634624010662,-5.58357509493937
"145","17221213","Ppp1r42","69312","protein phosphatase 1, regulatory subunit 42",-0.0339343284409033,4.1325646819572,-0.143680231796451,0.887710332799835,0.978176836349589,-6.20910580879964
"146","17221269","Cpa6","329093","carboxypeptidase A6",-0.048888989112279,4.57498824073022,-0.301863336161953,0.766998298052869,0.954922444645624,-6.1730657236168
"147","17221288","Slco5a1","240726","solute carrier organic anion transporter family, member 5A1",0.176394502984784,5.78575751030373,1.00692831950274,0.330308882941346,0.792820720233014,-5.71704891505206
"148","17221360","Lactb2","212442","lactamase, beta 2",0.00744986981861206,7.90745726439863,0.0471028445175891,0.963067252555188,0.993398793785556,-6.21855763302576
"149","17221436","Sbspon","226866","somatomedin B and thrombospondin, type 1 domain containing",0.0877891098025119,5.27651465538682,0.493925938209169,0.628680278409857,0.92930482258574,-6.09551841825891
"150","17221444","4930444P10Rik","75799","RIKEN cDNA 4930444P10 gene",-0.103029851645193,5.10422254409563,-0.700010144042644,0.494885803209734,0.868525000861306,-5.97240004652211
"151","17221454","Rpl7","19989","ribosomal protein L7",0.155541267642727,4.90424904385851,0.734544481225189,0.474209078093916,0.858411036259975,-5.94786238628288
"152","17221520","Crisp4","78081","cysteine-rich secretory protein 4",0.111452774492074,3.8540564302805,0.506065333917696,0.620339058870922,0.92930482258574,-6.08939477769914
"153","17221536","Defb41","77673","defensin beta 41",-0.000578505147206698,2.29723393650448,-0.00313745531869935,0.997538993343944,0.999726553110305,-6.21969154919482
"154","17221633","Mcm3","17215","minichromosome maintenance complex component 3",-0.0521240265550045,5.15973403891658,-0.305419523050623,0.764342466894188,0.95379623394357,-6.17196419072947
"155","17221662","Tram2","170829","translocating chain-associating membrane protein 2",-0.0494378067697427,5.42666777981771,-0.2258465089951,0.824440715113769,0.96506923099777,-6.1935572546156
"156","17221914","Gm20172","100504323","predicted gene, 20172",-0.13816308500185,6.46114353098679,-0.848871830705808,0.409607083058305,0.834050587751592,-5.8589025060134
"157","17221925","Gm597","210962","predicted gene 597",0.0198860253920796,3.98933030640711,0.0735708187566275,0.942346818638414,0.989180285599537,-6.21691829752728
"158","17221980","4931428L18Rik","70988","RIKEN cDNA 4931428L18 gene",0.0635766129712252,4.39090567479351,0.340400046075641,0.738386330468943,0.947461371413691,-6.16045139295603
"159","17221993","Gm9839","408192","predicted gene 9839",0.131515928173439,4.41634209048271,0.881871756379923,0.39208333988352,0.825575847062632,-5.83106164891924
"160","17222051","Gm15455","433287","predicted gene 15455",-0.245738972702995,4.96812936078383,-1.44320447072697,0.170000431135601,0.703614748007268,-5.22255088007215
"161","17222080","Prss40","21756","protease, serine 40",0.0898019841561011,5.29021610864717,0.542455845220491,0.595659244327538,0.918320775287257,-6.07018064173976
"162","17222094","AA619741","241051","PHD finger protein 19 pseudogene",0.481481991067163,3.76852700617709,2.64464219553839,0.0186650745921336,0.380167334602761,-3.30923003474348
"163","17222149","Neurl3","214854","neuralized E3 ubiquitin protein ligase 3",0.157347775911527,6.42068315374506,0.951812579274524,0.35662978597285,0.805644437316495,-5.76893436856892
"164","17222321","4930439A04Rik","78119","RIKEN cDNA 4930439A04 gene",-0.0156926530077661,3.95450468301962,-0.0769627982031835,0.939694198077581,0.988269618759732,-6.21665625949042
"165","17222354","4930594C11Rik","77633","G1 to S phase transition pseudogene",-0.204826595284039,4.65955556905619,-1.03901130161959,0.315641766493395,0.787024990305558,-5.68568342823687
"166","17222411","Lyg2","332427","lysozyme G-like 2",0.0523924837178082,4.3422804168492,0.318983922865911,0.754240672048333,0.951346505924793,-6.16764576818898
"167","17222596","1700066B17Rik","73426","RIKEN cDNA 1700066B17 gene",0.173743551412012,3.46251786019362,1.12141921274835,0.280151839160327,0.767666711270941,-5.60129154242275
"168","17222606","Mfsd9","211798","major facilitator superfamily domain containing 9",0.0703113433094726,5.90873847947793,0.414498849455681,0.684513261561955,0.937185613005299,-6.13202349865208
"169","17222716","4930521E06Rik","75066","RIKEN cDNA 4930521E06 gene",0.0579834703750453,2.38353659658347,0.323994312226607,0.750520900859817,0.950034587752812,-6.16600386253836
"170","17222777","Slc40a1","53945","solute carrier family 40 (iron-regulated transporter), member 1",-0.2847146836147,5.91697023195996,-1.69842771961065,0.110553739803113,0.642545308308733,-4.8727988623439
"171","17222790","Stk-ps2","212225","serine/threonine kinase 2",0.371952961567536,3.24198068587052,1.68344912511411,0.11346524838665,0.64547366111869,-4.89439550507981
